Participant,Session,Block,Task,Order,Trial,OnsetDelay,Ndots,Color,ColorIsTarget,ColorResponse,ColorRT,NumerosityResponse,NumerosityRT
KWF2003WRNO,2023-12-18-08-17-59,1,single,color,1,0.7741319065088956,86,1s,True,target,16.496952963206354,,
KWF2003WRNO,2023-12-18-08-17-59,1,single,color,2,0.5995786636364984,71,1p,False,distractor,8.824108148891355,,
KWF2003WRNO,2023-12-18-08-17-59,1,single,color,3,0.7675870110441302,3,s2,False,distractor,2.5691130767094705,,
KWF2003WRNO,2023-12-18-08-17-59,1,single,color,4,0.8204052275619902,25,2s,True,target,1.7349241265291084,,
KWF2003WRNO,2023-12-18-08-17-59,1,single,color,5,0.8287145241759826,42,2p,False,distractor,7.522942111121438,,
KWF2003WRNO,2023-12-18-08-17-59,1,single,color,6,0.7371549502823169,67,p1,True,target,2.1351895351741064,,
KWF2003WRNO,2023-12-18-08-17-59,1,single,color,7,0.7615523467961991,2,p2,True,target,0.7174374474990941,,
KWF2003WRNO,2023-12-18-08-17-59,1,single,color,8,0.968188674567056,6,s1,False,distractor,2.335383351283326,,
KWF2003WRNO,2023-12-18-08-17-59,1,single,color,9,0.5867688152386792,18,p1,True,target,1.0010001806918467,,
KWF2003WRNO,2023-12-18-08-17-59,2,single,random,1,0.9635952201154043,18,1p,False,target,1.0010001806918467,0.6360641649957033,3.503676192745047
KWF2003WRNO,2023-12-18-08-17-59,2,single,random,2,0.6173909201896646,86,p2,True,target,1.0010001806918467,0.8353009780251259,2.4452834918248527
KWF2003WRNO,2023-12-18-08-17-59,2,single,random,3,0.8838026371149617,42,s1,False,target,1.0010001806918467,0.5485943446413226,2.035214073189195
KWF2003WRNO,2023-12-18-08-17-59,2,single,random,4,0.9327747062741862,67,1s,True,target,1.0010001806918467,0.5469745331532785,1.3349280451474783
KWF2003WRNO,2023-12-18-08-17-59,2,single,random,5,0.734631469423581,25,s2,False,target,1.0010001806918467,0.36393583500429677,1.484912230723296
KWF2003WRNO,2023-12-18-08-17-59,2,single,random,6,0.7130371489709328,6,2p,False,target,1.0010001806918467,0.13068298072594833,1.5346982772696265
KWF2003WRNO,2023-12-18-08-17-59,2,single,random,7,0.5896069587640502,3,2s,True,target,1.0010001806918467,0.01405655358677409,2.1689941497515406
KWF2003WRNO,2023-12-18-08-17-59,2,single,random,8,0.608592448984995,71,p1,True,target,1.0010001806918467,0.7915660678479355,2.0688131158022998
KWF2003WRNO,2023-12-18-08-17-59,2,single,random,9,0.9459433074903791,2,1s,True,target,1.0010001806918467,0.012436742098730047,1.935387269901696
KWF2003WRNO,2023-12-18-08-17-59,3,single,ascending,1,0.9748721267044482,2,2s,True,target,1.0010001806918467,0.03187447995525901,1.351769396150246
KWF2003WRNO,2023-12-18-08-17-59,3,single,ascending,2,0.5057653309612259,3,s1,False,target,1.0010001806918467,0.09342731650093432,1.9189209866583496
KWF2003WRNO,2023-12-18-08-17-59,3,single,ascending,3,0.9493421188139344,6,p2,True,target,1.0010001806918467,0.21977261256837308,1.9353754518461983
KWF2003WRNO,2023-12-18-08-17-59,3,single,ascending,4,0.5406463508428354,18,2p,False,target,1.0010001806918467,0.3331594167314591,1.1179868004761033
KWF2003WRNO,2023-12-18-08-17-59,3,single,ascending,5,0.8156556432618927,25,1p,False,target,1.0010001806918467,0.45626508982280967,1.0679364026896678
KWF2003WRNO,2023-12-18-08-17-59,3,single,ascending,6,0.8892868026192957,42,s2,False,target,1.0010001806918467,0.5712717054739398,1.1179535233200113
KWF2003WRNO,2023-12-18-08-17-59,3,single,ascending,7,0.6797504024963701,67,p1,True,target,1.0010001806918467,0.7559302151109657,1.735284888221429
KWF2003WRNO,2023-12-18-08-17-59,3,single,ascending,8,0.7978902607038516,71,1s,True,target,1.0010001806918467,0.8110038057044646,1.0850875111455025
KWF2003WRNO,2023-12-18-08-17-59,3,single,ascending,9,0.5790881223291556,86,1p,False,target,1.0010001806918467,0.8676972077860075,0.9844959552705177
KWF2003WRNO,2023-12-18-08-17-59,4,dual,random,1,0.876692055408641,6,s2,False,distractor,6.155083676497554,0.6441632224359237,3.88675161775177
KWF2003WRNO,2023-12-18-08-17-59,4,dual,random,2,0.7157199678976038,71,p2,True,target,2.3207075034388254,0.5275367952967495,3.266475380036013
KWF2003WRNO,2023-12-18-08-17-59,4,dual,random,3,0.765980558329058,3,2s,True,target,5.23771272111037,0.21977261256837308,6.522145636385176
KWF2003WRNO,2023-12-18-08-17-59,4,dual,random,4,0.7400372294564318,18,2p,False,distractor,3.7531771131538108,0.10476599691724293,2.9527622994079366
KWF2003WRNO,2023-12-18-08-17-59,4,dual,random,5,0.8306899133356714,25,s1,False,distractor,3.4028712898692675,0.725153796838128,1.2846938454988504
KWF2003WRNO,2023-12-18-08-17-59,4,dual,random,6,0.8198247231532563,67,2p,False,target,6.722754017439115,0.6198660501152624,2.5351122202113174
KWF2003WRNO,2023-12-18-08-17-59,4,dual,random,7,0.7779365023844206,2,2s,True,distractor,4.8897913460111795,0.20195468619988813,1.4018586691190649
KWF2003WRNO,2023-12-18-08-17-59,4,dual,random,8,0.5126194525604338,42,s1,False,distractor,11.025903000510993,0.30238299845862143,1.5681564362217841
KWF2003WRNO,2023-12-18-08-17-59,4,dual,random,9,0.8012823052252818,86,1s,True,target,3.735650625937069,0.3947122532771344,1.8852665857856437
KWF2003WRNO,2023-12-18-08-17-59,5,single,random,1,0.824576965853955,71,p1,True,target,3.735650625937069,0.6457830339239677,1.2346126585680395
KWF2003WRNO,2023-12-18-08-17-59,5,single,random,2,0.5180065929253754,25,1p,False,target,3.735650625937069,0.444926409406501,1.4518456226078342
KWF2003WRNO,2023-12-18-08-17-59,5,single,random,3,0.5157860760434074,86,p2,True,target,3.735650625937069,0.8968538145708012,1.2846739414054582
KWF2003WRNO,2023-12-18-08-17-59,5,single,random,4,0.6956109834908855,18,s2,False,target,3.735650625937069,0.16955845643900638,3.0071716936423627
KWF2003WRNO,2023-12-18-08-17-59,5,single,random,5,0.8853900314070915,42,s1,False,target,3.735650625937069,0.7591698380870537,1.5014621733589593
KWF2003WRNO,2023-12-18-08-17-59,5,single,random,6,0.7016933552105257,2,s2,False,target,3.735650625937069,0.027015045491126786,1.9008555339132727
KWF2003WRNO,2023-12-18-08-17-59,5,single,random,7,0.705514213688126,3,p2,True,target,3.735650625937069,0.07560939013244941,1.1481492769682973
KWF2003WRNO,2023-12-18-08-17-59,5,single,random,8,0.9013102650795952,6,2s,True,target,3.735650625937069,0.20033487471184402,0.9848517409394617
KWF2003WRNO,2023-12-18-08-17-59,5,single,random,9,0.9573608852110504,67,p1,True,target,3.735650625937069,0.8725566422501398,1.3011815878428479
KWF2003WRNO,2023-12-18-08-17-59,6,dual,ascending,1,0.7912578433217798,2,1s,True,target,2.6856223092541995,0.3461179086358118,8.106812829058981
KWF2003WRNO,2023-12-18-08-17-59,6,dual,ascending,2,0.5260788999850847,3,1p,False,target,0.8007538053361714,0.38175376137278166,2.7191162333742795
KWF2003WRNO,2023-12-18-08-17-59,6,dual,ascending,3,0.7730791528467913,6,2p,False,distractor,2.7524269776349684,0.3752745154206053,1.1011532245097442
KWF2003WRNO,2023-12-18-08-17-59,6,dual,ascending,4,0.7071586520102662,18,p1,True,target,2.270199622506425,0.5550735905934989,1.2013973917551084
KWF2003WRNO,2023-12-18-08-17-59,6,dual,ascending,5,0.6533266537212938,25,1p,False,distractor,2.4855712428146717,0.5712717054739398,1.7015197708292362
KWF2003WRNO,2023-12-18-08-17-59,6,dual,ascending,6,0.7381869559007646,42,2p,False,distractor,4.320297603515996,0.5178179263684849,0.38394840610192205
KWF2003WRNO,2023-12-18-08-17-59,6,dual,ascending,7,0.8078860993708099,67,s2,False,target,2.669100045748337,0.7316330427903044,0.683944145381929
KWF2003WRNO,2023-12-18-08-17-59,6,dual,ascending,8,0.6171674083844405,71,1s,True,target,3.4862175038463192,0.7089556819576871,0.4506324059166218
KWF2003WRNO,2023-12-18-08-17-59,6,dual,ascending,9,0.7033118412289221,86,p2,True,target,3.3530373490982583,0.5907094433304688,0.38363678264022383
KWF2003WRNO,2023-12-18-08-17-59,7,single,descending,1,0.5206672605351672,86,2s,True,target,3.3530373490982583,0.7186745508859517,1.1346051634327523
KWF2003WRNO,2023-12-18-08-17-59,7,single,descending,2,0.8316272530394342,71,s1,False,target,3.3530373490982583,0.8272019205849055,0.9680228299951068
KWF2003WRNO,2023-12-18-08-17-59,7,single,descending,3,0.8660530424679933,67,p1,True,target,3.3530373490982583,0.707335870469643,1.46817724221944
KWF2003WRNO,2023-12-18-08-17-59,7,single,descending,4,0.9083867098752316,42,s1,False,target,3.3530373490982583,0.42710848303801613,1.0678611403366176
KWF2003WRNO,2023-12-18-08-17-59,7,single,descending,5,0.8746483893882724,25,p2,True,target,3.3530373490982583,0.3525971545879881,0.9678850563487913
KWF2003WRNO,2023-12-18-08-17-59,7,single,descending,6,0.7258683068569028,18,2p,False,target,3.3530373490982583,0.292664129530357,1.0178471297209626
KWF2003WRNO,2023-12-18-08-17-59,7,single,descending,7,0.7137170327105851,6,s2,False,target,3.3530373490982583,0.18575657131944726,0.9845674856060214
KWF2003WRNO,2023-12-18-08-17-59,7,single,descending,8,0.7902767928040393,3,2s,True,target,3.3530373490982583,0.05617165227592036,1.3515097099320883
KWF2003WRNO,2023-12-18-08-17-59,7,single,descending,9,0.7995253415652519,2,1p,False,target,3.3530373490982583,0.03511410293134718,1.084560052671236
KWF2003WRNO,2023-12-18-08-17-59,8,dual,descending,1,0.7379346720005755,86,1s,True,target,2.3201654278959722,0.3623160235162527,0.5507739426806211
KWF2003WRNO,2023-12-18-08-17-59,8,dual,descending,2,0.7725333239978436,71,1p,False,target,2.6191525894447523,0.6992368130294226,0.8173242740681417
KWF2003WRNO,2023-12-18-08-17-59,8,dual,descending,3,0.8160177479689725,67,p2,True,target,1.2511199940038296,0.5097188689282646,0.5506072458986182
KWF2003WRNO,2023-12-18-08-17-59,8,dual,descending,4,0.6618035438571543,42,p1,True,target,1.2512192034691907,0.7867066333838032,0.5504781802932257
KWF2003WRNO,2023-12-18-08-17-59,8,dual,descending,5,0.6693302399009955,25,s1,False,target,2.5522658166789824,0.17765751387922685,0.31769234429475546
KWF2003WRNO,2023-12-18-08-17-59,8,dual,descending,6,0.7920057888507299,18,2p,False,distractor,2.318581497465857,0.5583132135695872,0.46731296916516385
KWF2003WRNO,2023-12-18-08-17-59,8,dual,descending,7,0.9353955361322215,6,1s,True,target,2.5688036302577757,0.22139242405641718,0.8509939140124061
KWF2003WRNO,2023-12-18-08-17-59,8,dual,descending,8,0.7013958131318597,3,s2,False,distractor,4.103410162097134,0.10152637394115475,0.5005484510727456
KWF2003WRNO,2023-12-18-08-17-59,8,dual,descending,9,0.7010089012601373,2,2s,True,distractor,3.136023641086922,0.09828675096506663,0.5006672536301267
KWF2003WRNO,2023-12-18-08-17-59,9,single,ascending,1,0.8194018792137717,2,s1,False,distractor,3.136023641086922,0.39795187625322254,2.218768378242544
KWF2003WRNO,2023-12-18-08-17-59,9,single,ascending,2,0.6553803771601658,3,1s,True,distractor,3.136023641086922,0.1323027922139924,1.3016987832689892
KWF2003WRNO,2023-12-18-08-17-59,9,single,ascending,3,0.795993559547403,6,p2,True,distractor,3.136023641086922,0.19061600578357957,0.9674549413310842
KWF2003WRNO,2023-12-18-08-17-59,9,single,ascending,4,0.8792968884168573,18,s2,False,distractor,3.136023641086922,0.32020092482710644,1.1514294093553872
KWF2003WRNO,2023-12-18-08-17-59,9,single,ascending,5,0.8283523363006929,25,p1,True,distractor,3.136023641086922,0.4611245242869419,1.035024362299282
